     10457.8,       603.4,      9257.0,      1933.0,       102.0,       217.0,        73.0,      1224.0,       941.0
     12710.5,       823.7,     11338.0,      2650.0,       128.0,       268.0,        85.0,      1344.0,      1065.0
     10890.4,       867.4,     10724.0,      1735.0,       103.0,       208.0,        70.0,      1063.0,       989.0
      9747.0,       693.9,      8380.0,      1756.0,        93.0,       217.0,        69.0,      1263.0,       980.0
      9229.1,       588.5,      8293.0,      1730.0,        92.0,       188.0,        69.0,      1301.0,       872.0
      9260.8,       631.1,      8158.0,      1807.0,        99.0,       212.0,        69.0,      1092.0,      1031.0
     10800.6,      1002.2,      9891.0,      1999.0,       118.0,       241.0,        82.0,      1263.0,      1084.0
     11548.7,       844.3,     11961.0,      2449.0,       143.0,       300.0,        83.0,      1146.0,      1067.0
     10289.7,       690.5,      9639.0,      2515.0,       113.0,       233.0,        81.0,      1409.0,      1016.0
      9208.6,       705.1,      8543.0,      2140.0,       100.0,       234.0,        76.0,      1200.0,       947.0
      9153.2,       590.1,      8043.0,      1512.0,        95.0,       208.0,        61.0,      1051.0,       924.0
     11551.8,       605.9,      7610.0,      1861.0,        99.0,       209.0,        70.0,      1254.0,       930.0
     11177.3,       614.2,      6423.0,      1825.0,        92.0,       171.0,        65.0,      1337.0,      1101.0
     10115.9,       783.3,     11409.0,      2192.0,       131.0,       227.0,        76.0,      1237.0,      1060.0
     11403.0,       814.6,     10297.0,      2541.0,       112.0,       252.0,        82.0,      1313.0,       958.0
      9572.6,       499.2,      7775.0,      2135.0,       102.0,       213.0,        73.0,      1222.0,       926.0
     10072.6,       627.2,      8126.0,      1839.0,        93.0,       214.0,        63.0,      1090.0,       897.0
     10025.4,       498.5,      7383.0,      1915.0,        88.0,       136.0,        66.0,      1010.0,       846.0
      8237.3,       607.7,      7810.0,      1541.0,        90.0,       164.0,        69.0,      1174.0,       973.0
      9216.4,       744.9,      9071.0,      2123.0,       117.0,       247.0,        81.0,      1099.0,       996.0
     10955.9,       849.3,     13255.0,      2359.0,       117.0,       234.0,        76.0,      1298.0,       967.0
     10276.0,       724.1,      8684.0,      2373.0,        95.0,       209.0,        71.0,      1287.0,      1074.0
      8742.1,       569.7,      7212.0,      1820.0,        99.0,       104.0,        61.0,      1031.0,       822.0
     16628.9,      1163.7,     10618.0,      2616.0,       131.0,       272.0,        85.0,      1519.0,      1064.0
     13811.5,       705.4,     11610.0,      1953.0,       123.0,       284.0,        76.0,      1291.0,      1020.0
     13382.0,       821.7,     12970.0,      2412.0,       115.0,       258.0,        81.0,      1277.0,       958.0
     15534.4,       912.7,     12356.0,      2246.0,       133.0,       326.0,        85.0,      1457.0,      1059.0
      8946.9,       708.3,      8579.0,      1727.0,       117.0,       253.0,        81.0,      1213.0,       989.0
      9391.0,       659.7,     11813.0,      1673.0,        96.0,       163.0,        74.0,      1216.0,       972.0
     12864.2,       753.3,      9713.0,      2161.0,       106.0,       220.0,        82.0,      1092.0,      1008.0
     15891.5,       679.0,      8311.0,      2193.0,       104.0,       233.0,        70.0,      1432.0,      1078.0
     12502.1,       763.1,     10675.0,      1853.0,       124.0,       259.0,        82.0,      1346.0,      1008.0
     10185.2,       497.1,     11462.0,      2036.0,       111.0,       277.0,        71.0,      1322.0,      1096.0
      9251.9,       601.9,     11142.0,      1671.0,       110.0,       241.0,        74.0,      1148.0,       903.0
     10333.8,       645.4,      9838.0,      2079.0,        98.0,       215.0,        64.0,      1223.0,       982.0
     12335.8,       577.5,     11283.0,      1794.0,       107.0,       227.0,        63.0,      1141.0,       856.0
     10017.5,       671.9,      7926.0,      1987.0,        91.0,       198.0,        69.0,      1176.0,       924.0
     13340.8,      1021.3,     10875.0,      1654.0,       114.0,       268.0,        72.0,      1360.0,      1136.0
      9714.3,       519.2,     10828.0,      1881.0,        98.0,       208.0,        73.0,      1158.0,       918.0
     10998.7,       586.7,      6513.0,      1787.0,        87.0,       196.0,        73.0,      4257.0,      4272.0
      8399.5,       570.9,      8949.0,      1829.0,       100.0,       177.0,        72.0,      1165.0,       943.0
     10189.0,       823.2,     12461.0,      2425.0,        99.0,       223.0,        70.0,      1200.0,       952.0
     10559.2,       648.6,     12473.0,      2010.0,        92.0,       191.0,        68.0,      1161.0,      1003.0
     11810.1,       627.9,     10080.0,      2534.0,       127.0,       268.0,        80.0,      1558.0,      1184.0
      9099.4,       744.2,     10264.0,      2069.0,       127.0,       264.0,        81.0,      1288.0,      1130.0
     10196.6,       527.5,     10521.0,      2514.0,       107.0,       270.0,        72.0,      2251.0,      1155.0
     11933.0,       623.8,     10381.0,      2227.0,        92.0,       212.0,        75.0,      4974.0,      2755.0
     12055.0,       767.9,      9542.0,      1793.0,        93.0,       201.0,        64.0,      1101.0,       952.0
     12032.4,       756.1,      9046.0,      2491.0,       106.0,       255.0,        71.0,      1468.0,      1076.0
      9237.8,       661.0,      8608.0,      1593.0,        99.0,       223.0,        63.0,      1148.0,      1087.0
      9618.0,       577.0,      8924.0,      2359.0,       102.0,       204.0,        73.0,      1155.0,       987.0
     10299.3,       694.5,     12622.0,      2159.0,       111.0,       249.0,        70.0,      1239.0,      1018.0
      9663.3,       607.5,      8983.0,      1439.0,        86.0,       191.0,        63.0,      1064.0,       997.0
     10679.0,       563.2,     10905.0,      1694.0,       117.0,       235.0,        73.0,      1266.0,      1069.0
     12842.8,       637.6,     11220.0,      1827.0,       117.0,       248.0,        70.0,      1184.0,      1015.0
      9817.9,       881.2,      9043.0,      2130.0,       112.0,       237.0,        82.0,      1283.0,      1080.0
     11861.0,       699.9,      8268.0,      1624.0,       107.0,       215.0,        76.0,      1227.0,      1056.0
     13284.2,       907.8,     11540.0,      2660.0,       122.0,       309.0,        84.0,      1221.0,      1171.0
      9977.4,       813.4,      8239.0,      1903.0,       107.0,       210.0,        75.0,      1186.0,      1059.0
     16130.0,       758.5,      9574.0,      1781.0,       110.0,       218.0,        82.0,      1080.0,      1088.0
     10170.9,       817.7,     11933.0,      1737.0,       113.0,       222.0,        70.0,      1171.0,      1041.0
     12629.7,       687.9,     12300.0,      2248.0,       106.0,       235.0,        65.0,      1190.0,      1087.0
     12411.7,       669.1,     12557.0,      2302.0,       116.0,       273.0,        74.0,      1264.0,      1104.0
      9233.8,       693.0,     11948.0,      1621.0,       101.0,       221.0,        69.0,      1208.0,      1236.0
     11158.7,       557.6,      8718.0,      1560.0,        85.0,       162.0,        61.0,      1113.0,       963.0
     11725.6,       683.5,     10671.0,      2973.0,       119.0,       290.0,        81.0,      1416.0,      1182.0
     10127.1,       633.0,      8254.0,      1741.0,        93.0,       173.0,        62.0,      1059.0,       920.0
     10331.4,       754.3,      8852.0,      2080.0,       115.0,       256.0,        76.0,      1178.0,      1067.0
     12168.1,       897.7,      8429.0,      2681.0,       105.0,       214.0,        77.0,      1252.0,      1153.0
     10978.2,       981.8,      9797.0,      2035.0,       119.0,       234.0,        84.0,      1329.0,      1105.0
     10529.4,       600.2,     11477.0,      2198.0,       118.0,       265.0,        74.0,      1367.0,      1068.0
      8451.9,       654.9,      8468.0,      1599.0,        97.0,       191.0,        61.0,      1002.0,       920.0
      9507.3,       751.7,      8705.0,      2030.0,       113.0,       231.0,        81.0,      1267.0,       982.0
     12020.4,       583.1,      8753.0,      1820.0,        90.0,       184.0,        63.0,      1157.0,      1042.0
     11946.9,       782.4,      9770.0,      2283.0,       103.0,       232.0,        73.0,      1237.0,       992.0
     10448.1,       900.9,     14511.0,      1902.0,       112.0,       234.0,        76.0,      1062.0,      1069.0
     10766.9,       560.8,     11939.0,      2628.0,       116.0,       292.0,        76.0,      1317.0,      1183.0
     12952.9,       536.9,      9790.0,      2223.0,       110.0,       255.0,        73.0,      1258.0,       956.0
      9168.3,       787.4,      9873.0,      1512.0,        95.0,       190.0,        63.0,      1064.0,       907.0
      8499.3,       558.6,     11295.0,      1870.0,        82.0,       162.0,        61.0,      1026.0,       833.0
     12277.9,       726.6,     13472.0,      1780.0,       111.0,       230.0,        75.0,      1152.0,      1122.0
     12013.7,       758.8,     12474.0,      2204.0,       113.0,       288.0,        66.0,      1142.0,      1048.0
     12598.9,       586.5,      7644.0,      1513.0,        80.0,       176.0,        61.0,      1079.0,       864.0
     14759.6,       903.0,     15493.0,      2367.0,       133.0,       334.0,        83.0,      1456.0,      1101.0
     16701.2,       952.8,     13251.0,      2633.0,       136.0,       285.0,        84.0,      1175.0,      1082.0
     11207.5,       766.4,     10060.0,      2468.0,       121.0,       236.0,        82.0,      1097.0,       955.0
     14735.9,       962.4,      9076.0,      2254.0,       110.0,       221.0,        78.0,      1131.0,      1048.0
     11668.0,       707.7,      9913.0,      1858.0,       106.0,       223.0,        70.0,      1490.0,      1125.0
     12881.4,       854.2,      7643.0,      2087.0,       100.0,       192.0,        75.0,      1197.0,       975.0
      9296.3,       792.4,      7832.0,      1654.0,       110.0,       203.0,        76.0,      1373.0,       975.0
     14989.7,       829.9,     12012.0,      2688.0,       110.0,       212.0,        76.0,      1071.0,      1027.0
